InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,MonthName,Day,Weekday,Week,Date
538862,22748,POPPY'S PLAYHOUSE KITCHEN,15,2024-11-21 19:50:32,2.02,12994,France,30.3,2024,11,Nov 2024,21,Thursday,47,2024-11-21
539490,21034,REX CASH+CARRY JUMBO SHOPPER,6,2025-03-18 13:07:01,1.29,14990,United Kingdom,7.74,2025,3,Mar 2025,18,Tuesday,12,2025-03-18
539740,23203,JUMBO BAG DOILEY PATTERNS,23,2025-03-21 15:37:04,2.28,17416,Netherlands,52.44,2025,3,Mar 2025,21,Friday,12,2025-03-21
539225,22193,RED DINER WALL CLOCK,19,2024-09-22 06:39:36,8.41,17708,Belgium,159.79,2024,9,Sep 2024,22,Sunday,38,2024-09-22
538922,84978,HANGING HEART JAR T-LIGHT HOLDER,13,2025-03-05 07:26:04,1.45,14908,United Kingdom,18.85,2025,3,Mar 2025,5,Wednesday,10,2025-03-05
540231,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2025-02-17 00:17:58,0.58,14205,United Kingdom,0.58,2025,2,Feb 2025,17,Monday,8,2025-02-17
537995,20727,LUNCH BAG BLACK SKULL,2,2025-06-19 12:47:05,1.62,16286,United Kingdom,3.24,2025,6,Jun 2025,19,Thursday,25,2025-06-19
542693,23298,SPACEBOY LUNCH BOX,20,2025-06-08 05:43:56,1.93,14609,United Kingdom,38.6,2025,6,Jun 2025,8,Sunday,23,2025-06-08
538245,23355,HOT WATER BOTTLE KEEP CALM,6,2024-02-07 06:11:18,4.85,14058,EIRE,29.1,2024,2,Feb 2024,7,Wednesday,6,2024-02-07
539696,22961,JAM MAKING SET PRINTED,11,2024-12-20 10:31:17,1.34,16773,United Kingdom,14.74,2024,12,Dec 2024,20,Friday,51,2024-12-20
543375,22632,HAND WARMER RED POLKA DOT,19,2025-05-10 09:26:43,1.72,12939,United Kingdom,32.68,2025,5,May 2025,10,Saturday,19,2025-05-10
542534,22383,LUNCH BAG SUKI DESIGN,8,2024-09-13 23:34:18,1.56,18086,Switzerland,12.48,2024,9,Sep 2024,13,Friday,37,2024-09-13
542897,21770,TOADSTOOL LED NIGHT LIGHT,24,2025-07-20 03:51:41,3.85,15246,United Kingdom,92.4,2025,7,Jul 2025,20,Sunday,29,2025-07-20
538749,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2025-03-16 20:20:46,4.61,18044,United Kingdom,82.98,2025,3,Mar 2025,16,Sunday,11,2025-03-16
538410,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-04-17 02:27:27,7.77,15642,United Kingdom,77.7,2024,4,Apr 2024,17,Wednesday,16,2024-04-17
537436,20728,LUNCH BAG CARS BLUE,3,2024-08-02 22:57:33,1.73,16620,United Kingdom,5.19,2024,8,Aug 2024,2,Friday,31,2024-08-02
538915,22383,LUNCH BAG SUKI DESIGN,14,2025-02-21 22:18:11,1.6,13548,United Kingdom,22.4,2025,2,Feb 2025,21,Friday,8,2025-02-21
538931,21931,JUMBO STORAGE BAG SUKI,15,2024-02-15 15:16:23,2.14,14090,United Kingdom,32.1,2024,2,Feb 2024,15,Thursday,7,2024-02-15
538822,22699,ROSES REGENCY TEACUP AND SAUCER,8,2025-05-22 21:40:19,2.96,12481,United Kingdom,23.68,2025,5,May 2025,22,Thursday,21,2025-05-22
540029,47566,PARTY BUNTING,17,2024-03-22 21:59:39,5.24,14923,United Kingdom,89.08,2024,3,Mar 2024,22,Friday,12,2024-03-22
541877,22150,3 STRIPEY MICE FELTCRAFT,14,2024-07-10 11:50:00,4.19,16989,United Kingdom,58.66,2024,7,Jul 2024,10,Wednesday,28,2024-07-10
536419,20727,LUNCH BAG BLACK SKULL,20,2024-05-10 16:19:19,1.57,13262,France,31.4,2024,5,May 2024,10,Friday,19,2024-05-10
541226,22632,HAND WARMER RED POLKA DOT,15,2025-07-26 15:22:46,1.81,12552,Australia,27.15,2025,7,Jul 2025,26,Saturday,30,2025-07-26
537544,22745,POPPY'S PLAYHOUSE BEDROOM,22,2025-02-11 09:21:21,1.95,17372,United Kingdom,42.9,2025,2,Feb 2025,11,Tuesday,7,2025-02-11
540975,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-12-08 04:47:21,2.83,13955,Japan,8.49,2024,12,Dec 2024,8,Sunday,49,2024-12-08
541502,22383,LUNCH BAG SUKI DESIGN,5,2024-02-03 22:24:24,1.61,15887,Germany,8.05,2024,2,Feb 2024,3,Saturday,5,2024-02-03
541240,20725,LUNCH BAG RED RETROSPOT,16,2024-11-24 04:03:08,1.79,14762,United Kingdom,28.64,2024,11,Nov 2024,24,Sunday,47,2024-11-24
542205,22193,RED DINER WALL CLOCK,14,2024-12-19 05:06:28,7.78,13771,EIRE,108.92,2024,12,Dec 2024,19,Thursday,51,2024-12-19
539665,20727,LUNCH BAG BLACK SKULL,9,2024-05-16 03:19:44,1.63,13851,United Kingdom,14.67,2024,5,May 2024,16,Thursday,20,2024-05-16
540269,23203,JUMBO BAG DOILEY PATTERNS,6,2025-05-02 11:45:01,1.96,16821,United Kingdom,11.76,2025,5,May 2025,2,Friday,18,2025-05-02
538655,22698,PINK REGENCY TEACUP AND SAUCER,4,2025-01-29 23:43:01,3.0,16129,Germany,12.0,2025,1,Jan 2025,29,Wednesday,5,2025-01-29
543777,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2024-04-08 20:58:20,3.47,15070,Japan,76.34,2024,4,Apr 2024,8,Monday,15,2024-04-08
537987,21212,PACK OF 72 RETROSPOT CAKE CASES,21,2025-06-11 16:07:10,0.5,13523,Spain,10.5,2025,6,Jun 2025,11,Wednesday,24,2025-06-11
542074,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2024-05-08 19:01:38,3.92,14296,France,35.28,2024,5,May 2024,8,Wednesday,19,2024-05-08
537747,21034,REX CASH+CARRY JUMBO SHOPPER,24,2025-05-26 13:02:58,1.31,17620,United Kingdom,31.44,2025,5,May 2025,26,Monday,22,2025-05-26
542011,22745,POPPY'S PLAYHOUSE BEDROOM,2,2025-08-01 00:38:57,2.26,14221,EIRE,4.52,2025,8,Aug 2025,1,Friday,31,2025-08-01
541640,22697,GREEN REGENCY TEACUP AND SAUCER,17,2024-11-19 10:36:44,3.03,16722,United Kingdom,51.51,2024,11,Nov 2024,19,Tuesday,47,2024-11-19
539085,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2024-05-31 20:00:43,1.75,15015,United Kingdom,31.5,2024,5,May 2024,31,Friday,22,2024-05-31
542775,22633,HAND WARMER UNION JACK,12,2024-09-20 21:45:41,2.0,13735,Belgium,24.0,2024,9,Sep 2024,20,Friday,38,2024-09-20
537380,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2025-02-01 22:17:51,3.57,15533,Japan,21.42,2025,2,Feb 2025,1,Saturday,5,2025-02-01
541214,22748,POPPY'S PLAYHOUSE KITCHEN,5,2025-02-16 09:39:12,1.98,12461,Belgium,9.9,2025,2,Feb 2025,16,Sunday,7,2025-02-16
543074,85099B,JUMBO BAG RED RETROSPOT,18,2025-07-18 23:23:14,2.2,14265,United Kingdom,39.6,2025,7,Jul 2025,18,Friday,29,2025-07-18
538586,22383,LUNCH BAG SUKI DESIGN,8,2024-10-13 06:20:35,1.76,12535,Italy,14.08,2024,10,Oct 2024,13,Sunday,41,2024-10-13
540718,22699,ROSES REGENCY TEACUP AND SAUCER,14,2024-01-07 15:36:59,2.9,17426,Switzerland,40.6,2024,1,Jan 2024,7,Sunday,1,2024-01-07
543374,22697,GREEN REGENCY TEACUP AND SAUCER,7,2025-07-11 18:50:53,2.83,18098,United Kingdom,19.81,2025,7,Jul 2025,11,Friday,28,2025-07-11
538373,22698,PINK REGENCY TEACUP AND SAUCER,23,2025-09-29 01:26:45,2.88,13424,United Kingdom,66.24,2025,9,Sep 2025,29,Monday,40,2025-09-29
541972,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,23,2025-07-09 18:38:01,3.77,15704,United Kingdom,86.71,2025,7,Jul 2025,9,Wednesday,28,2025-07-09
538713,22961,JAM MAKING SET PRINTED,9,2025-08-18 07:18:52,1.32,13523,United Kingdom,11.88,2025,8,Aug 2025,18,Monday,34,2025-08-18
542523,84406B,CREAM CUPID HEARTS COAT HANGER,12,2025-01-17 00:11:01,2.63,17416,EIRE,31.56,2025,1,Jan 2025,17,Friday,3,2025-01-17
541585,23355,HOT WATER BOTTLE KEEP CALM,15,2025-08-02 01:40:07,4.69,17334,Norway,70.35,2025,8,Aug 2025,2,Saturday,31,2025-08-02
543330,22383,LUNCH BAG SUKI DESIGN,16,2025-11-28 01:11:37,1.62,13696,United Kingdom,25.92,2025,11,Nov 2025,28,Friday,48,2025-11-28
536516,23355,HOT WATER BOTTLE KEEP CALM,21,2025-10-02 22:52:44,5.06,18047,Denmark,106.26,2025,10,Oct 2025,2,Thursday,40,2025-10-02
538370,23298,SPACEBOY LUNCH BOX,4,2024-05-09 21:16:03,2.01,13620,Germany,8.04,2024,5,May 2024,9,Thursday,19,2024-05-09
541064,22633,HAND WARMER UNION JACK,18,2025-05-29 15:27:01,1.99,17879,Spain,35.82,2025,5,May 2025,29,Thursday,22,2025-05-29
541932,22752,SET 7 BABUSHKA NESTING BOXES,23,2025-10-17 10:27:07,8.06,16684,France,185.38,2025,10,Oct 2025,17,Friday,42,2025-10-17
541639,85099B,JUMBO BAG RED RETROSPOT,5,2024-07-02 07:14:33,1.89,15857,United Kingdom,9.45,2024,7,Jul 2024,2,Tuesday,27,2024-07-02
536967,23298,SPACEBOY LUNCH BOX,14,2024-05-31 00:54:09,1.84,15640,United Kingdom,25.76,2024,5,May 2024,31,Friday,22,2024-05-31
543447,22745,POPPY'S PLAYHOUSE BEDROOM,20,2024-03-17 18:26:02,2.09,16623,United Kingdom,41.8,2024,3,Mar 2024,17,Sunday,11,2024-03-17
540793,22748,POPPY'S PLAYHOUSE KITCHEN,3,2024-05-10 13:42:52,2.0,13750,United Kingdom,6.0,2024,5,May 2024,10,Friday,19,2024-05-10
541779,71053,WHITE METAL LANTERN,13,2024-08-24 02:16:57,3.18,15303,Singapore,41.34,2024,8,Aug 2024,24,Saturday,34,2024-08-24
541848,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2025-08-19 15:44:21,1.63,16890,Germany,26.08,2025,8,Aug 2025,19,Tuesday,34,2025-08-19
541860,22383,LUNCH BAG SUKI DESIGN,15,2024-05-10 14:35:17,1.63,15097,Switzerland,24.45,2024,5,May 2024,10,Friday,19,2024-05-10
542941,23298,SPACEBOY LUNCH BOX,20,2025-07-29 22:43:42,1.86,15186,United Kingdom,37.2,2025,7,Jul 2025,29,Tuesday,31,2025-07-29
541245,85099B,JUMBO BAG RED RETROSPOT,8,2025-07-30 00:09:40,1.92,15500,Portugal,15.36,2025,7,Jul 2025,30,Wednesday,31,2025-07-30
536578,47566,PARTY BUNTING,13,2024-07-29 08:07:27,5.0,13953,United Kingdom,65.0,2024,7,Jul 2024,29,Monday,31,2024-07-29
536461,20728,LUNCH BAG CARS BLUE,18,2024-09-02 14:36:25,1.63,13954,United Kingdom,29.34,2024,9,Sep 2024,2,Monday,36,2024-09-02
541617,22960,JAM MAKING SET WITH JARS,3,2025-12-08 04:14:09,4.53,14139,Norway,13.59,2025,12,Dec 2025,8,Monday,50,2025-12-08
541717,22633,HAND WARMER UNION JACK,2,2025-06-07 10:07:47,2.03,14746,Sweden,4.06,2025,6,Jun 2025,7,Saturday,23,2025-06-07
541743,71053,WHITE METAL LANTERN,23,2024-05-11 00:09:46,3.66,14529,Spain,84.18,2024,5,May 2024,11,Saturday,19,2024-05-11
537755,85099B,JUMBO BAG RED RETROSPOT,11,2025-07-16 21:36:18,2.07,18119,Denmark,22.77,2025,7,Jul 2025,16,Wednesday,29,2025-07-16
540454,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2025-04-17 08:09:05,2.31,13752,France,41.58,2025,4,Apr 2025,17,Thursday,16,2025-04-17
536478,20725,LUNCH BAG RED RETROSPOT,19,2025-07-02 00:09:42,1.72,13804,France,32.68,2025,7,Jul 2025,2,Wednesday,27,2025-07-02
541761,85099B,JUMBO BAG RED RETROSPOT,18,2024-07-01 11:13:03,1.99,16234,United Kingdom,35.82,2024,7,Jul 2024,1,Monday,27,2024-07-01
538393,22423,REGENCY CAKESTAND 3 TIER,20,2024-06-05 03:18:14,13.62,17435,Norway,272.4,2024,6,Jun 2024,5,Wednesday,23,2024-06-05
539370,22698,PINK REGENCY TEACUP AND SAUCER,23,2025-06-06 10:11:13,3.06,14603,United Kingdom,70.38,2025,6,Jun 2025,6,Friday,23,2025-06-06
539047,21034,REX CASH+CARRY JUMBO SHOPPER,24,2024-12-09 16:26:19,1.25,13114,Finland,30.0,2024,12,Dec 2024,9,Monday,50,2024-12-09
539488,23203,JUMBO BAG DOILEY PATTERNS,8,2024-03-04 20:30:31,2.09,17445,United Kingdom,16.72,2024,3,Mar 2024,4,Monday,10,2024-03-04
540263,20728,LUNCH BAG CARS BLUE,22,2024-07-17 11:10:12,1.76,17177,Japan,38.72,2024,7,Jul 2024,17,Wednesday,29,2024-07-17
537956,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2024-08-05 14:37:17,3.84,15473,United Kingdom,42.24,2024,8,Aug 2024,5,Monday,32,2024-08-05
539383,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2024-10-27 18:38:30,3.86,14684,France,34.74,2024,10,Oct 2024,27,Sunday,43,2024-10-27
540334,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2025-08-08 12:00:38,0.5,13396,EIRE,2.5,2025,8,Aug 2025,8,Friday,32,2025-08-08
537998,22423,REGENCY CAKESTAND 3 TIER,16,2025-05-14 09:39:28,13.88,16301,United Kingdom,222.08,2025,5,May 2025,14,Wednesday,20,2025-05-14
537972,71053,WHITE METAL LANTERN,1,2024-08-09 17:32:29,3.27,17878,United Kingdom,3.27,2024,8,Aug 2024,9,Friday,32,2024-08-09
536918,22698,PINK REGENCY TEACUP AND SAUCER,20,2024-03-21 03:28:14,2.85,12477,Italy,57.0,2024,3,Mar 2024,21,Thursday,12,2024-03-21
541530,22633,HAND WARMER UNION JACK,24,2024-03-23 04:54:02,1.74,15787,EIRE,41.76,2024,3,Mar 2024,23,Saturday,12,2024-03-23
541452,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2025-03-11 15:07:55,3.82,18093,Italy,84.04,2025,3,Mar 2025,11,Tuesday,11,2025-03-11
540632,23298,SPACEBOY LUNCH BOX,18,2024-01-21 10:44:54,2.02,17788,United Kingdom,36.36,2024,1,Jan 2024,21,Sunday,3,2024-01-21
536501,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2025-04-28 21:58:10,1.71,15570,USA,41.04,2025,4,Apr 2025,28,Monday,18,2025-04-28
541851,21931,JUMBO STORAGE BAG SUKI,15,2024-10-23 04:06:21,2.14,17897,United Kingdom,32.1,2024,10,Oct 2024,23,Wednesday,43,2024-10-23
543769,23355,HOT WATER BOTTLE KEEP CALM,17,2025-09-14 19:52:34,4.91,17227,United Kingdom,83.47,2025,9,Sep 2025,14,Sunday,37,2025-09-14
540804,22961,JAM MAKING SET PRINTED,7,2024-07-28 08:06:52,1.46,16821,United Kingdom,10.22,2024,7,Jul 2024,28,Sunday,30,2024-07-28
540562,21770,TOADSTOOL LED NIGHT LIGHT,14,2025-08-18 03:30:12,3.99,14823,United Kingdom,55.86,2025,8,Aug 2025,18,Monday,34,2025-08-18
540799,22752,SET 7 BABUSHKA NESTING BOXES,3,2025-09-07 13:06:29,7.85,17070,Germany,23.55,2025,9,Sep 2025,7,Sunday,36,2025-09-07
541084,22961,JAM MAKING SET PRINTED,12,2024-09-09 03:00:19,1.33,13129,Portugal,15.96,2024,9,Sep 2024,9,Monday,37,2024-09-09
537989,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2025-11-23 16:22:53,3.53,17541,United Kingdom,10.59,2025,11,Nov 2025,23,Sunday,47,2025-11-23
541282,22960,JAM MAKING SET WITH JARS,22,2025-02-25 16:08:54,4.14,17842,Switzerland,91.08,2025,2,Feb 2025,25,Tuesday,9,2025-02-25
539534,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2025-03-10 09:57:19,3.49,18098,United Kingdom,66.31,2025,3,Mar 2025,10,Monday,11,2025-03-10
538102,22423,REGENCY CAKESTAND 3 TIER,23,2024-03-31 22:47:11,13.79,13744,France,317.17,2024,3,Mar 2024,31,Sunday,13,2024-03-31
539732,21034,REX CASH+CARRY JUMBO SHOPPER,13,2025-08-08 21:01:41,1.32,16964,United Kingdom,17.16,2025,8,Aug 2025,8,Friday,32,2025-08-08
538891,47566,PARTY BUNTING,12,2024-07-19 05:55:00,4.61,17124,Germany,55.32,2024,7,Jul 2024,19,Friday,29,2024-07-19
538518,23355,HOT WATER BOTTLE KEEP CALM,9,2024-01-02 17:25:40,4.28,17150,France,38.52,2024,1,Jan 2024,2,Tuesday,1,2024-01-02
542958,71053,WHITE METAL LANTERN,6,2025-10-25 07:29:44,3.6,18098,Italy,21.6,2025,10,Oct 2025,25,Saturday,43,2025-10-25
539859,22150,3 STRIPEY MICE FELTCRAFT,1,2025-09-20 22:18:35,4.17,15311,Netherlands,4.17,2025,9,Sep 2025,20,Saturday,38,2025-09-20
541048,21770,TOADSTOOL LED NIGHT LIGHT,22,2025-11-28 04:52:49,4.05,16981,Netherlands,89.1,2025,11,Nov 2025,28,Friday,48,2025-11-28
537930,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2024-07-09 18:08:07,1.57,17341,United Kingdom,14.13,2024,7,Jul 2024,9,Tuesday,28,2024-07-09
541815,20725,LUNCH BAG RED RETROSPOT,6,2024-09-27 18:41:18,1.51,14128,Spain,9.06,2024,9,Sep 2024,27,Friday,39,2024-09-27
539488,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2025-06-17 15:47:32,1.77,13326,Netherlands,33.63,2025,6,Jun 2025,17,Tuesday,25,2025-06-17
537391,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2024-02-29 12:06:39,3.98,13620,EIRE,55.72,2024,2,Feb 2024,29,Thursday,9,2024-02-29
539114,22193,RED DINER WALL CLOCK,10,2024-01-01 15:21:06,9.08,17334,United Kingdom,90.8,2024,1,Jan 2024,1,Monday,1,2024-01-01
541060,84879,ASSORTED COLOUR BIRD ORNAMENT,14,2025-08-31 00:51:37,1.79,15147,Belgium,25.06,2025,8,Aug 2025,31,Sunday,35,2025-08-31
538914,20727,LUNCH BAG BLACK SKULL,13,2025-03-16 01:03:52,1.66,12934,Belgium,21.58,2025,3,Mar 2025,16,Sunday,11,2025-03-16
538726,21770,TOADSTOOL LED NIGHT LIGHT,20,2025-11-26 08:46:27,3.71,13332,United Kingdom,74.2,2025,11,Nov 2025,26,Wednesday,48,2025-11-26
543200,22960,JAM MAKING SET WITH JARS,6,2024-11-30 03:56:08,3.92,15851,United Kingdom,23.52,2024,11,Nov 2024,30,Saturday,48,2024-11-30
540483,21931,JUMBO STORAGE BAG SUKI,11,2025-04-06 02:46:08,2.17,13129,Japan,23.87,2025,4,Apr 2025,6,Sunday,14,2025-04-06
540349,22697,GREEN REGENCY TEACUP AND SAUCER,17,2024-02-19 02:36:12,3.07,16163,United Kingdom,52.19,2024,2,Feb 2024,19,Monday,8,2024-02-19
538766,22748,POPPY'S PLAYHOUSE KITCHEN,24,2024-01-06 00:48:49,2.2,12799,EIRE,52.8,2024,1,Jan 2024,6,Saturday,1,2024-01-06
537581,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-02-16 00:01:51,2.48,14947,United Kingdom,34.72,2024,2,Feb 2024,16,Friday,7,2024-02-16
537834,23355,HOT WATER BOTTLE KEEP CALM,10,2024-02-20 10:34:15,4.55,15081,United Kingdom,45.5,2024,2,Feb 2024,20,Tuesday,8,2024-02-20
538928,84406B,CREAM CUPID HEARTS COAT HANGER,22,2024-05-03 10:45:55,2.69,14017,Netherlands,59.18,2024,5,May 2024,3,Friday,18,2024-05-03
541085,22745,POPPY'S PLAYHOUSE BEDROOM,2,2024-02-07 02:48:30,2.13,16970,Spain,4.26,2024,2,Feb 2024,7,Wednesday,6,2024-02-07
538794,21770,TOADSTOOL LED NIGHT LIGHT,19,2024-12-21 09:49:12,4.06,17541,United Kingdom,77.14,2024,12,Dec 2024,21,Saturday,51,2024-12-21
540233,22632,HAND WARMER RED POLKA DOT,6,2024-04-11 10:25:31,1.81,13026,Germany,10.86,2024,4,Apr 2024,11,Thursday,15,2024-04-11
539856,21770,TOADSTOOL LED NIGHT LIGHT,16,2024-10-04 15:45:57,3.84,16665,United Kingdom,61.44,2024,10,Oct 2024,4,Friday,40,2024-10-04
539820,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-03-11 15:00:47,2.32,14179,Norway,23.2,2025,3,Mar 2025,11,Tuesday,11,2025-03-11
537741,22383,LUNCH BAG SUKI DESIGN,5,2024-09-14 07:26:55,1.59,14922,Germany,7.95,2024,9,Sep 2024,14,Saturday,37,2024-09-14
542210,22745,POPPY'S PLAYHOUSE BEDROOM,17,2024-01-05 08:57:07,2.1,18275,Spain,35.7,2024,1,Jan 2024,5,Friday,1,2024-01-05
538144,20727,LUNCH BAG BLACK SKULL,6,2024-07-18 17:39:24,1.63,13342,Switzerland,9.78,2024,7,Jul 2024,18,Thursday,29,2024-07-18
543750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-11-23 01:03:28,2.34,15787,United Kingdom,39.78,2024,11,Nov 2024,23,Saturday,47,2024-11-23
539435,22698,PINK REGENCY TEACUP AND SAUCER,9,2025-09-10 22:11:28,3.19,17107,United Kingdom,28.71,2025,9,Sep 2025,10,Wednesday,37,2025-09-10
537651,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2025-02-07 22:39:17,2.55,12741,Germany,53.55,2025,2,Feb 2025,7,Friday,6,2025-02-07
538407,22423,REGENCY CAKESTAND 3 TIER,15,2024-06-04 11:36:07,11.9,12638,United Kingdom,178.5,2024,6,Jun 2024,4,Tuesday,23,2024-06-04
537014,22697,GREEN REGENCY TEACUP AND SAUCER,14,2025-08-25 11:16:06,2.94,12881,Spain,41.16,2025,8,Aug 2025,25,Monday,35,2025-08-25
541312,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2025-03-19 17:23:34,3.45,13250,United Kingdom,20.7,2025,3,Mar 2025,19,Wednesday,12,2025-03-19
539034,47566,PARTY BUNTING,6,2024-11-18 06:58:01,5.26,17983,EIRE,31.56,2024,11,Nov 2024,18,Monday,47,2024-11-18
536504,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2025-04-25 05:30:03,1.51,15945,EIRE,18.12,2025,4,Apr 2025,25,Friday,17,2025-04-25
537697,22633,HAND WARMER UNION JACK,3,2025-03-15 23:32:21,1.77,13620,Belgium,5.31,2025,3,Mar 2025,15,Saturday,11,2025-03-15
537473,22423,REGENCY CAKESTAND 3 TIER,22,2025-01-22 17:03:11,12.06,12709,United Kingdom,265.32,2025,1,Jan 2025,22,Wednesday,4,2025-01-22
543571,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2024-12-13 23:26:26,0.6,17227,United Kingdom,12.0,2024,12,Dec 2024,13,Friday,50,2024-12-13
538822,22423,REGENCY CAKESTAND 3 TIER,19,2025-01-14 06:55:28,12.33,15122,Germany,234.27,2025,1,Jan 2025,14,Tuesday,3,2025-01-14
542543,71053,WHITE METAL LANTERN,10,2025-07-02 17:57:44,3.25,16798,United Kingdom,32.5,2025,7,Jul 2025,2,Wednesday,27,2025-07-02
539330,21034,REX CASH+CARRY JUMBO SHOPPER,7,2024-03-03 05:59:01,1.26,13851,France,8.82,2024,3,Mar 2024,3,Sunday,9,2024-03-03
542408,20725,LUNCH BAG RED RETROSPOT,18,2024-03-31 05:21:50,1.64,13953,Germany,29.52,2024,3,Mar 2024,31,Sunday,13,2024-03-31
537150,22383,LUNCH BAG SUKI DESIGN,4,2025-06-03 06:50:04,1.73,17670,France,6.92,2025,6,Jun 2025,3,Tuesday,23,2025-06-03
540900,22697,GREEN REGENCY TEACUP AND SAUCER,10,2025-04-10 04:15:33,3.04,15555,United Kingdom,30.4,2025,4,Apr 2025,10,Thursday,15,2025-04-10
543581,21931,JUMBO STORAGE BAG SUKI,23,2024-10-16 15:16:08,2.12,16254,United Kingdom,48.76,2024,10,Oct 2024,16,Wednesday,42,2024-10-16
540022,23355,HOT WATER BOTTLE KEEP CALM,6,2025-01-25 09:39:57,4.23,16912,Germany,25.38,2025,1,Jan 2025,25,Saturday,4,2025-01-25
539798,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2025-02-11 18:21:53,1.57,15595,Switzerland,10.99,2025,2,Feb 2025,11,Tuesday,7,2025-02-11
542271,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2024-01-20 19:32:20,4.36,13488,United Kingdom,95.92,2024,1,Jan 2024,20,Saturday,3,2024-01-20
541919,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2025-03-17 23:05:34,3.46,12709,Spain,58.82,2025,3,Mar 2025,17,Monday,12,2025-03-17
537081,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-09-03 19:15:59,2.89,16125,United Kingdom,17.34,2024,9,Sep 2024,3,Tuesday,36,2024-09-03
538062,21770,TOADSTOOL LED NIGHT LIGHT,23,2025-04-18 16:14:48,4.14,17850,United Kingdom,95.22,2025,4,Apr 2025,18,Friday,16,2025-04-18
543600,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2025-04-10 06:36:14,3.41,16860,EIRE,13.64,2025,4,Apr 2025,10,Thursday,15,2025-04-10
537762,22423,REGENCY CAKESTAND 3 TIER,23,2024-06-22 09:11:23,12.99,16075,United Kingdom,298.77,2024,6,Jun 2024,22,Saturday,25,2024-06-22
540935,23298,SPACEBOY LUNCH BOX,1,2024-02-03 14:35:01,1.94,15336,France,1.94,2024,2,Feb 2024,3,Saturday,5,2024-02-03
538029,22383,LUNCH BAG SUKI DESIGN,20,2024-08-21 04:31:16,1.52,13974,Netherlands,30.4,2024,8,Aug 2024,21,Wednesday,34,2024-08-21
540668,22632,HAND WARMER RED POLKA DOT,14,2024-04-06 15:55:35,1.82,16075,United Kingdom,25.48,2024,4,Apr 2024,6,Saturday,14,2024-04-06
542641,22697,GREEN REGENCY TEACUP AND SAUCER,20,2025-02-23 22:57:12,2.7,14163,United Kingdom,54.0,2025,2,Feb 2025,23,Sunday,8,2025-02-23
538495,22961,JAM MAKING SET PRINTED,3,2024-12-03 22:59:17,1.36,12538,Belgium,4.08,2024,12,Dec 2024,3,Tuesday,49,2024-12-03
540518,47566,PARTY BUNTING,6,2024-09-16 22:19:33,4.79,13992,EIRE,28.74,2024,9,Sep 2024,16,Monday,38,2024-09-16
540496,22960,JAM MAKING SET WITH JARS,13,2024-08-09 22:59:12,4.08,13049,United Kingdom,53.04,2024,8,Aug 2024,9,Friday,32,2024-08-09
543580,21034,REX CASH+CARRY JUMBO SHOPPER,8,2025-04-17 16:25:13,1.31,18267,United Kingdom,10.48,2025,4,Apr 2025,17,Thursday,16,2025-04-17
539118,22748,POPPY'S PLAYHOUSE KITCHEN,3,2024-02-22 23:44:08,2.04,15759,United Kingdom,6.12,2024,2,Feb 2024,22,Thursday,8,2024-02-22
536911,20725,LUNCH BAG RED RETROSPOT,1,2025-07-01 01:01:32,1.68,15746,Switzerland,1.68,2025,7,Jul 2025,1,Tuesday,27,2025-07-01
540614,21770,TOADSTOOL LED NIGHT LIGHT,7,2024-03-22 08:58:13,3.61,16125,United Kingdom,25.27,2024,3,Mar 2024,22,Friday,12,2024-03-22
