InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539064,20728,LUNCH BAG CARS BLUE,19,2025-02-15 04:31:53,1.6,17357.0,United Kingdom
539395,22748,POPPY'S PLAYHOUSE KITCHEN,14,2025-08-12 16:42:39,1.92,16972.0,France
541632,21931,JUMBO STORAGE BAG SUKI,7,2025-06-02 21:46:31,2.23,,United Kingdom
537420,21770,TOADSTOOL LED NIGHT LIGHT,22,2024-05-23 08:23:06,3.65,12663.0,United Kingdom
537655,22745,POPPY'S PLAYHOUSE BEDROOM,22,2025-08-03 06:36:40,2.28,12893.0,United Kingdom
537432,84406B,CREAM CUPID HEARTS COAT HANGER,22,2025-04-15 13:12:48,2.61,17856.0,EIRE
541517,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2024-03-16 02:05:55,1.72,14097.0,Switzerland
540845,22752,SET 7 BABUSHKA NESTING BOXES,18,2024-12-14 13:12:58,7.48,13185.0,Germany
539727,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2025-01-31 14:25:32,1.56,16876.0,Norway
541343,22193,RED DINER WALL CLOCK,21,2024-12-19 12:31:32,8.24,13226.0,United Kingdom
541948,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2024-04-03 23:07:52,4.03,,Australia
541255,71053,WHITE METAL LANTERN,5,2025-04-13 09:27:49,3.58,18068.0,Germany
536800,20728,LUNCH BAG CARS BLUE,11,2024-04-10 11:08:44,1.73,15500.0,United Kingdom
537155,22960,JAM MAKING SET WITH JARS,9,2025-11-12 10:44:38,3.94,13395.0,Canada
540382,22383,LUNCH BAG SUKI DESIGN,16,2024-08-23 03:08:37,1.52,17282.0,United Kingdom
538545,22699,ROSES REGENCY TEACUP AND SAUCER,20,2024-12-05 00:10:51,3.13,,United Kingdom
539953,22698,PINK REGENCY TEACUP AND SAUCER,18,2024-11-14 04:24:27,3.2,13806.0,Finland
538901,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2025-05-28 05:37:16,4.06,18105.0,France
543281,22698,PINK REGENCY TEACUP AND SAUCER,1,2024-01-20 05:39:24,3.24,12816.0,United Kingdom
537671,22698,PINK REGENCY TEACUP AND SAUCER,14,2024-10-06 21:40:33,3.19,15096.0,Finland
539718,22383,LUNCH BAG SUKI DESIGN,-1,2025-10-18 09:09:43,1.58,16606.0,Portugal
542696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2024-08-23 10:12:57,2.56,12900.0,United Kingdom
543361,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2024-06-11 12:46:25,3.39,15118.0,United Kingdom
537142,22632,HAND WARMER RED POLKA DOT,13,2025-07-16 09:57:03,1.92,18104.0,Italy
542346,23203,JUMBO BAG DOILEY PATTERNS,2,2024-09-14 10:06:04,2.26,16996.0,Netherlands
540656,84406B,CREAM CUPID HEARTS COAT HANGER,14,2024-09-25 18:31:41,2.85,18112.0,Australia
540875,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2024-03-12 09:10:07,4.05,14896.0,Netherlands
539439,22150,3 STRIPEY MICE FELTCRAFT,2,2025-01-26 23:13:28,4.0,13130.0,France
538436,84879,ASSORTED COLOUR BIRD ORNAMENT,21,2025-08-16 05:15:35,1.54,15395.0,United Kingdom
536396,22698,PINK REGENCY TEACUP AND SAUCER,10,2024-06-06 21:36:12,3.06,13105.0,United Kingdom
543573,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2025-10-10 01:44:05,1.78,16300.0,France
542093,22748,POPPY'S PLAYHOUSE KITCHEN,11,2025-11-01 14:11:28,1.96,17334.0,Denmark
541924,22150,3 STRIPEY MICE FELTCRAFT,11,2024-02-17 16:46:58,3.9,12886.0,United Kingdom
542849,23298,SPACEBOY LUNCH BOX,14,2024-07-07 06:07:58,2.09,12749.0,United Kingdom
537811,23298,SPACEBOY LUNCH BOX,15,2024-07-17 03:51:58,1.97,16254.0,United Kingdom
543281,22633,HAND WARMER UNION JACK,23,2025-11-30 18:28:11,1.87,15441.0,Denmark
539600,22748,POPPY'S PLAYHOUSE KITCHEN,6,2024-12-06 08:55:03,2.15,12858.0,Finland
538611,84978,HANGING HEART JAR T-LIGHT HOLDER,2,2025-03-03 04:44:33,1.55,17079.0,United Kingdom
538078,21034,REX CASH+CARRY JUMBO SHOPPER,1,2025-11-29 21:18:23,1.26,18042.0,United Kingdom
538191,22748,POPPY'S PLAYHOUSE KITCHEN,10,2024-09-16 04:21:01,2.27,18194.0,EIRE
539893,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2025-11-11 23:30:15,3.58,14633.0,United Kingdom
542988,22699,ROSES REGENCY TEACUP AND SAUCER,9,2024-05-04 18:37:34,2.73,15450.0,Portugal
536720,22745,POPPY'S PLAYHOUSE BEDROOM,15,2025-07-21 06:33:56,2.13,,Denmark
538395,22633,HAND WARMER UNION JACK,7,2024-04-05 01:45:49,1.72,17262.0,United Kingdom
540688,22423,REGENCY CAKESTAND 3 TIER,12,2025-09-11 03:08:13,12.9,,Switzerland
539499,22632,HAND WARMER RED POLKA DOT,20,2024-06-05 01:05:04,1.77,12907.0,EIRE
543710,85099B,JUMBO BAG RED RETROSPOT,2,2025-01-20 03:23:08,2.04,15185.0,Spain
539808,85099B,JUMBO BAG RED RETROSPOT,17,2024-03-27 07:25:37,2.18,13542.0,United Kingdom
536744,22960,JAM MAKING SET WITH JARS,19,2025-08-21 15:20:59,4.15,15022.0,Sweden
540040,22633,HAND WARMER UNION JACK,7,2024-05-12 09:23:40,1.67,17182.0,Sweden
543500,22193,RED DINER WALL CLOCK,10,2025-11-09 06:39:14,9.09,14918.0,Germany
539878,22697,GREEN REGENCY TEACUP AND SAUCER,10,2024-03-07 19:21:30,2.94,16637.0,Singapore
539932,23203,JUMBO BAG DOILEY PATTERNS,21,2025-01-15 18:38:22,2.24,,Netherlands
543699,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2024-09-08 17:57:46,1.6,17021.0,Denmark
537731,22633,HAND WARMER UNION JACK,4,2024-03-24 09:54:58,1.68,15012.0,Germany
543597,22193,RED DINER WALL CLOCK,9,2024-09-26 23:24:36,8.01,13246.0,EIRE
542941,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2025-03-29 06:32:15,3.93,15056.0,Japan
542190,84978,HANGING HEART JAR T-LIGHT HOLDER,17,2025-02-22 13:35:44,1.5,12799.0,United Kingdom
537577,22697,GREEN REGENCY TEACUP AND SAUCER,15,2025-05-24 04:12:06,3.14,16605.0,United Kingdom
538208,22633,HAND WARMER UNION JACK,23,2024-01-05 09:03:41,1.98,18047.0,EIRE
543634,22632,HAND WARMER RED POLKA DOT,20,2024-11-29 14:05:59,1.83,16470.0,United Kingdom
537696,20727,LUNCH BAG BLACK SKULL,19,2024-10-04 03:56:55,1.72,14017.0,Singapore
536822,22633,HAND WARMER UNION JACK,20,2025-09-30 23:16:20,1.99,16270.0,United Kingdom
540970,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2025-09-16 10:14:46,1.71,,United Kingdom
538509,20728,LUNCH BAG CARS BLUE,12,2024-01-20 12:31:34,1.55,16762.0,Germany
539066,85099B,JUMBO BAG RED RETROSPOT,9,2025-11-21 13:05:44,2.28,15135.0,France
543198,23298,SPACEBOY LUNCH BOX,22,2024-08-06 22:21:42,1.92,17889.0,EIRE
539089,22193,RED DINER WALL CLOCK,23,2025-09-09 12:12:57,7.68,14239.0,Australia
543766,84406B,CREAM CUPID HEARTS COAT HANGER,8,2024-04-03 10:09:26,3.01,15724.0,France
539278,22698,PINK REGENCY TEACUP AND SAUCER,10,2024-01-14 04:40:41,2.81,17917.0,Australia
541653,21931,JUMBO STORAGE BAG SUKI,14,2024-07-10 17:25:21,2.09,13953.0,Germany
537124,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2025-11-19 01:18:36,0.52,16295.0,Canada
539436,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-01-20 18:08:19,4.57,13176.0,Portugal
C541508,22423,REGENCY CAKESTAND 3 TIER,-15,2025-08-01 01:10:58,13.11,17262.0,Germany
540570,22193,RED DINER WALL CLOCK,8,2025-01-04 23:28:37,8.32,15290.0,United Kingdom
537848,47566,PARTY BUNTING,21,2024-07-01 12:36:39,5.11,13359.0,United Kingdom
541073,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2025-05-02 02:31:23,0.6,17858.0,Norway
537776,22633,HAND WARMER UNION JACK,10,2024-01-16 00:11:44,1.67,13700.0,Germany
536710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-09-06 16:28:30,2.74,13333.0,Germany
539737,22193,RED DINER WALL CLOCK,3,2025-10-24 18:24:59,7.91,15421.0,EIRE
539278,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2025-08-06 08:52:28,0.56,,United Kingdom
543144,20725,LUNCH BAG RED RETROSPOT,18,2024-08-14 10:59:48,1.6,14773.0,United Kingdom
541992,22699,ROSES REGENCY TEACUP AND SAUCER,12,2025-05-29 08:56:51,3.08,16736.0,Netherlands
541546,22423,REGENCY CAKESTAND 3 TIER,5,2025-01-16 06:32:23,12.15,,EIRE
539131,22423,REGENCY CAKESTAND 3 TIER,3,2024-08-11 10:16:28,12.39,15012.0,Norway
541597,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2024-10-11 15:32:40,4.07,14005.0,United Kingdom
537924,22748,POPPY'S PLAYHOUSE KITCHEN,11,2024-02-21 08:51:24,2.19,15349.0,Switzerland
537983,23298,SPACEBOY LUNCH BOX,11,2025-03-19 02:41:13,1.94,15438.0,United Kingdom
543648,22383,LUNCH BAG SUKI DESIGN,23,2024-12-29 03:46:10,1.64,17416.0,Australia
539800,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2024-12-04 09:30:19,3.38,15580.0,United Kingdom
538235,84978,HANGING HEART JAR T-LIGHT HOLDER,3,2025-05-24 23:43:08,1.59,16292.0,Netherlands
536677,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,13,2025-11-12 18:34:46,3.83,15997.0,Spain
540372,21770,TOADSTOOL LED NIGHT LIGHT,4,2024-08-08 08:56:18,3.92,,EIRE
541464,71053,WHITE METAL LANTERN,19,2024-03-04 08:52:29,3.64,12663.0,United Kingdom
539564,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2024-11-25 15:35:01,2.39,16117.0,United Kingdom
C537802,22633,HAND WARMER UNION JACK,-9,2024-05-31 06:47:44,1.94,14908.0,United Kingdom
542315,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2024-12-25 02:23:18,1.56,,United Kingdom
537714,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2024-03-10 02:18:38,0.5,14023.0,United Kingdom
543667,23203,JUMBO BAG DOILEY PATTERNS,23,2024-09-22 22:09:55,1.89,17906.0,Portugal
541033,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2024-06-12 09:12:32,3.73,16234.0,United Kingdom
542829,84978,HANGING HEART JAR T-LIGHT HOLDER,10,2025-11-30 11:57:04,1.42,16286.0,USA
539865,22193,RED DINER WALL CLOCK,4,2025-02-12 05:01:04,8.03,12606.0,Spain
537121,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2024-10-11 06:37:10,0.56,15343.0,France
537576,85099B,JUMBO BAG RED RETROSPOT,7,2024-02-26 16:04:08,2.27,16400.0,United Kingdom
540970,22150,3 STRIPEY MICE FELTCRAFT,10,2024-07-11 23:05:15,4.17,16371.0,United Kingdom
541413,21770,TOADSTOOL LED NIGHT LIGHT,2,2024-08-23 15:59:10,3.89,16637.0,Canada
537177,23203,JUMBO BAG DOILEY PATTERNS,3,2025-12-08 03:48:16,2.27,13471.0,United Kingdom
540351,47566,PARTY BUNTING,14,2024-11-09 01:08:24,5.32,14832.0,Switzerland
C536960,21770,TOADSTOOL LED NIGHT LIGHT,-7,2025-08-07 09:31:56,3.74,16596.0,France
542156,20727,LUNCH BAG BLACK SKULL,1,2025-10-31 21:39:37,1.64,15945.0,United Kingdom
541687,22150,3 STRIPEY MICE FELTCRAFT,11,2024-03-01 00:44:26,3.77,17110.0,United Kingdom
536802,22193,RED DINER WALL CLOCK,8,2025-06-20 15:03:31,8.86,15248.0,United Kingdom
538097,22699,ROSES REGENCY TEACUP AND SAUCER,21,2024-03-02 15:54:57,2.7,16897.0,United Kingdom
538385,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2025-07-03 10:51:48,3.99,14452.0,United Kingdom
540308,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,2025-10-06 19:51:46,3.62,15395.0,United Kingdom
538245,22698,PINK REGENCY TEACUP AND SAUCER,20,2025-09-06 19:17:09,2.85,13800.0,EIRE
538697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-08-15 22:58:54,2.64,13953.0,United Kingdom
538844,22961,JAM MAKING SET PRINTED,22,2024-10-01 02:16:26,1.39,17299.0,EIRE
537210,22699,ROSES REGENCY TEACUP AND SAUCER,20,2024-05-06 15:06:15,3.04,17110.0,Belgium
536743,22748,POPPY'S PLAYHOUSE KITCHEN,13,2024-03-20 01:03:48,2.26,13177.0,United Kingdom
541249,23298,SPACEBOY LUNCH BOX,5,2025-01-13 15:20:47,2.06,13411.0,United Kingdom
541516,22960,JAM MAKING SET WITH JARS,11,2025-07-28 07:42:06,3.91,12554.0,United Kingdom
542754,47566,PARTY BUNTING,1,2025-01-15 23:45:54,4.9,12709.0,France
538931,47566,PARTY BUNTING,21,2024-10-13 21:14:19,4.98,16473.0,Italy
542326,21770,TOADSTOOL LED NIGHT LIGHT,16,2024-07-13 02:49:56,3.79,16972.0,Japan
540131,85099B,JUMBO BAG RED RETROSPOT,20,2024-09-10 06:31:34,2.16,16884.0,United Kingdom
539164,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2025-08-23 01:05:02,3.61,16412.0,Netherlands
538885,22961,JAM MAKING SET PRINTED,12,2024-09-09 20:18:29,1.39,14139.0,United Kingdom
540018,84978,HANGING HEART JAR T-LIGHT HOLDER,9,2024-11-27 03:20:28,1.54,17245.0,Finland
538340,20727,LUNCH BAG BLACK SKULL,18,2025-04-04 10:33:59,1.79,13246.0,United Kingdom
539819,84978,HANGING HEART JAR T-LIGHT HOLDER,2,2024-03-30 09:08:34,1.35,17851.0,Switzerland
538768,22748,POPPY'S PLAYHOUSE KITCHEN,20,2025-02-27 13:07:44,2.26,12826.0,United Kingdom
538068,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2025-05-06 11:30:12,0.56,16284.0,Belgium
543591,22383,LUNCH BAG SUKI DESIGN,21,2025-07-23 09:37:10,1.62,17459.0,Netherlands
536822,85099B,JUMBO BAG RED RETROSPOT,20,2025-03-15 10:00:03,2.08,,United Kingdom
538022,22633,HAND WARMER UNION JACK,18,2025-07-16 02:34:26,2.02,,Norway
536585,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-10-31 07:13:07,2.76,16316.0,France
541247,22960,JAM MAKING SET WITH JARS,5,2025-05-05 23:52:17,4.32,12980.0,France
541093,22633,HAND WARMER UNION JACK,15,2025-07-13 16:42:37,2.0,,United Kingdom
537548,22383,LUNCH BAG SUKI DESIGN,12,2024-12-04 03:09:47,1.5,16821.0,Portugal
541307,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2025-09-28 07:09:15,3.42,14980.0,Japan
537770,22961,JAM MAKING SET PRINTED,4,2024-07-26 06:44:25,1.44,17107.0,Netherlands
540166,21770,TOADSTOOL LED NIGHT LIGHT,21,2025-08-02 01:45:42,4.32,17292.0,Finland
539251,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,13,2024-07-20 22:42:08,3.39,,Spain
536381,22748,POPPY'S PLAYHOUSE KITCHEN,20,2025-10-11 20:27:57,1.93,13035.0,United Kingdom
540164,22423,REGENCY CAKESTAND 3 TIER,1,2025-09-11 20:31:54,13.38,14546.0,Spain
537839,22633,HAND WARMER UNION JACK,20,2024-12-16 19:56:25,1.91,13052.0,United Kingdom
538314,84406B,CREAM CUPID HEARTS COAT HANGER,19,2025-03-02 13:47:41,2.5,17283.0,United Kingdom
537469,84978,HANGING HEART JAR T-LIGHT HOLDER,24,2024-05-22 23:58:52,1.34,15555.0,United Kingdom
539401,22697,GREEN REGENCY TEACUP AND SAUCER,4,2025-02-25 00:45:08,2.94,17445.0,United Kingdom
540959,23203,JUMBO BAG DOILEY PATTERNS,7,2025-05-31 20:38:28,2.14,16620.0,Switzerland
542315,23355,HOT WATER BOTTLE KEEP CALM,18,2025-07-07 14:24:15,4.77,13226.0,United Kingdom
538349,22193,RED DINER WALL CLOCK,10,2024-02-01 10:48:28,7.76,12907.0,Netherlands
538252,22697,GREEN REGENCY TEACUP AND SAUCER,11,2025-09-02 19:09:51,2.74,14495.0,Germany
543312,21034,REX CASH+CARRY JUMBO SHOPPER,21,2024-11-16 11:57:28,1.26,12950.0,EIRE
543774,22748,POPPY'S PLAYHOUSE KITCHEN,24,2025-01-13 01:46:42,2.26,15851.0,United Kingdom
537039,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2025-08-25 06:18:32,3.38,16665.0,Canada
542349,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2025-12-06 00:07:23,3.55,17675.0,Japan
543568,22745,POPPY'S PLAYHOUSE BEDROOM,13,2025-04-03 08:47:55,1.96,17399.0,Italy
539115,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2024-01-10 17:33:37,0.52,13057.0,United Kingdom
543457,84978,HANGING HEART JAR T-LIGHT HOLDER,17,2024-10-23 09:31:30,1.57,14609.0,Germany
537407,20728,LUNCH BAG CARS BLUE,17,2025-02-16 00:25:21,1.66,14529.0,United Kingdom
538537,22193,RED DINER WALL CLOCK,11,2025-05-10 04:48:52,8.67,12960.0,USA
537142,22193,RED DINER WALL CLOCK,18,2024-05-01 07:37:49,8.82,,Germany
538916,22961,JAM MAKING SET PRINTED,12,2024-05-28 12:36:33,1.37,17150.0,Germany
539213,22150,3 STRIPEY MICE FELTCRAFT,11,2024-11-30 18:56:21,3.67,,EIRE
542252,20728,LUNCH BAG CARS BLUE,23,2025-08-07 08:32:19,1.65,16773.0,United Kingdom
541386,22752,SET 7 BABUSHKA NESTING BOXES,8,2025-11-02 08:10:04,8.03,17429.0,Australia
538900,22961,JAM MAKING SET PRINTED,19,2025-09-13 00:29:27,1.59,13337.0,United Kingdom
539597,20727,LUNCH BAG BLACK SKULL,10,2024-12-16 01:02:42,1.6,16643.0,Singapore
536370,22632,HAND WARMER RED POLKA DOT,19,2024-09-04 03:25:38,1.83,14359.0,Germany
538899,23355,HOT WATER BOTTLE KEEP CALM,23,2025-02-03 20:02:13,4.35,16933.0,Portugal
539736,85099B,JUMBO BAG RED RETROSPOT,12,2024-07-29 14:34:35,2.24,15595.0,United Kingdom
540605,21034,REX CASH+CARRY JUMBO SHOPPER,21,2024-06-07 05:50:05,1.37,17842.0,United Kingdom
540807,71053,WHITE METAL LANTERN,22,2024-04-22 05:12:15,3.28,14307.0,Norway
536418,20727,LUNCH BAG BLACK SKULL,15,2024-03-26 22:12:31,1.75,17020.0,Spain
540316,22383,LUNCH BAG SUKI DESIGN,9,2025-12-04 16:11:14,1.54,15135.0,United Kingdom
537492,22193,RED DINER WALL CLOCK,11,2025-01-22 21:39:55,8.63,14926.0,United Kingdom
542972,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,2024-05-06 04:12:08,3.58,12905.0,France
542489,22748,POPPY'S PLAYHOUSE KITCHEN,5,2024-07-02 18:56:47,2.04,16669.0,United Kingdom
542516,22423,REGENCY CAKESTAND 3 TIER,6,2024-12-31 10:59:21,13.74,16535.0,United Kingdom
537702,22698,PINK REGENCY TEACUP AND SAUCER,15,2024-05-17 07:01:59,2.84,14489.0,United Kingdom
537258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2024-12-19 04:50:48,2.47,17429.0,United Kingdom
538479,23203,JUMBO BAG DOILEY PATTERNS,3,2025-01-02 00:08:13,2.13,13925.0,Belgium
537902,23203,JUMBO BAG DOILEY PATTERNS,13,2024-08-10 16:28:24,1.95,15945.0,France
538072,85099B,JUMBO BAG RED RETROSPOT,11,2025-10-03 01:18:37,1.89,,United Kingdom
537654,23298,SPACEBOY LUNCH BOX,4,2024-08-08 18:00:05,1.77,13464.0,Germany
542602,21034,REX CASH+CARRY JUMBO SHOPPER,4,2024-09-11 01:38:54,1.22,13096.0,United Kingdom
543476,22193,RED DINER WALL CLOCK,22,2025-03-08 12:19:10,8.1,16372.0,Australia
538976,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2024-09-25 20:11:40,1.39,13226.0,France
537105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-09-13 02:54:56,2.51,17620.0,United Kingdom
539006,23203,JUMBO BAG DOILEY PATTERNS,19,2024-11-29 05:08:08,2.23,17016.0,Germany
542290,22193,RED DINER WALL CLOCK,10,2025-04-10 06:13:50,7.68,,France
541940,22698,PINK REGENCY TEACUP AND SAUCER,7,2025-07-20 22:52:09,3.01,14189.0,United Kingdom
537293,84879,ASSORTED COLOUR BIRD ORNAMENT,15,2025-07-19 08:10:01,1.74,13107.0,United Kingdom
536852,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,23,2024-04-10 01:59:57,3.8,13430.0,Germany
541170,84406B,CREAM CUPID HEARTS COAT HANGER,5,2025-12-08 21:21:18,2.91,15634.0,France
539995,84406B,CREAM CUPID HEARTS COAT HANGER,16,2024-02-25 00:31:08,2.72,14786.0,United Kingdom
540297,22748,POPPY'S PLAYHOUSE KITCHEN,13,2024-01-03 04:42:00,2.2,,USA
536408,22960,JAM MAKING SET WITH JARS,13,2025-10-14 10:58:13,4.42,12905.0,Japan
542292,22748,POPPY'S PLAYHOUSE KITCHEN,4,2024-08-16 23:17:41,1.98,12907.0,United Kingdom
542386,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-03-15 01:56:10,3.64,14137.0,United Kingdom
539214,22699,ROSES REGENCY TEACUP AND SAUCER,10,2025-05-25 10:02:58,2.97,13395.0,Spain
536770,22633,HAND WARMER UNION JACK,19,2025-06-23 06:36:51,1.76,18064.0,Italy
539959,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2025-07-18 14:38:55,1.59,18044.0,United Kingdom
539953,85099B,JUMBO BAG RED RETROSPOT,13,2025-06-15 22:02:31,0.0,14668.0,Switzerland
536943,85099B,JUMBO BAG RED RETROSPOT,23,2025-10-07 04:32:08,2.2,17292.0,Japan
542002,20727,LUNCH BAG BLACK SKULL,22,2024-03-10 05:22:45,1.73,12384.0,United Kingdom
540180,22752,SET 7 BABUSHKA NESTING BOXES,13,2024-07-30 22:10:00,8.26,,Netherlands
537057,22699,ROSES REGENCY TEACUP AND SAUCER,19,2024-11-07 22:55:25,2.71,,United Kingdom
537747,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2025-02-08 03:51:47,1.69,15354.0,United Kingdom
542867,23298,SPACEBOY LUNCH BOX,1,2024-06-06 23:09:34,1.89,12663.0,Germany
539485,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2024-07-30 18:02:26,3.85,16145.0,Belgium
541066,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2024-02-21 12:28:30,0.54,16288.0,Germany
542299,22699,ROSES REGENCY TEACUP AND SAUCER,10,2025-07-22 16:42:40,2.93,14090.0,United Kingdom
540345,23298,SPACEBOY LUNCH BOX,16,2025-04-24 04:48:43,2.14,16867.0,United Kingdom
539211,71053,WHITE METAL LANTERN,22,2025-09-25 20:25:03,3.06,14239.0,France
538747,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2024-02-11 02:27:08,3.69,15015.0,Norway
536897,22633,HAND WARMER UNION JACK,5,2024-03-15 01:23:17,1.71,14187.0,Portugal
543073,21931,JUMBO STORAGE BAG SUKI,15,2024-04-16 07:02:38,2.05,13262.0,France
542772,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2025-09-25 21:26:36,0.51,12749.0,Australia
538605,47566,PARTY BUNTING,5,2024-08-10 23:32:25,4.49,17079.0,France
538677,22961,JAM MAKING SET PRINTED,9,2025-02-08 08:00:02,1.49,13302.0,United Kingdom
536865,23298,SPACEBOY LUNCH BOX,12,2024-10-21 05:10:45,1.8,14230.0,United Kingdom
538496,84879,ASSORTED COLOUR BIRD ORNAMENT,-2,2025-11-19 04:39:14,1.6,15945.0,Spain
538210,21034,REX CASH+CARRY JUMBO SHOPPER,5,2024-05-22 18:39:10,1.14,13488.0,United Kingdom
541052,21931,JUMBO STORAGE BAG SUKI,16,2024-12-31 12:51:00,1.97,13114.0,Japan
540079,22745,POPPY'S PLAYHOUSE BEDROOM,7,2025-03-06 09:16:23,1.9,16040.0,Portugal
541329,21770,TOADSTOOL LED NIGHT LIGHT,3,2024-11-05 06:05:52,3.78,15759.0,United Kingdom
538862,22748,POPPY'S PLAYHOUSE KITCHEN,15,2024-11-21 19:50:32,2.02,12994.0,France
539490,21034,REX CASH+CARRY JUMBO SHOPPER,6,2025-03-18 13:07:01,1.29,14990.0,United Kingdom
539740,23203,JUMBO BAG DOILEY PATTERNS,23,2025-03-21 15:37:04,2.28,17416.0,Netherlands
539225,22193,RED DINER WALL CLOCK,19,2024-09-22 06:39:36,8.41,17708.0,Belgium
542908,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2024-12-19 04:52:27,3.69,,Sweden
538922,84978,HANGING HEART JAR T-LIGHT HOLDER,13,2025-03-05 07:26:04,1.45,14908.0,United Kingdom
540231,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2025-02-17 00:17:58,0.58,14205.0,United Kingdom
537995,20727,LUNCH BAG BLACK SKULL,2,2025-06-19 12:47:05,1.62,16286.0,United Kingdom
542693,23298,SPACEBOY LUNCH BOX,20,2025-06-08 05:43:56,1.93,14609.0,United Kingdom
538245,23355,HOT WATER BOTTLE KEEP CALM,6,2024-02-07 06:11:18,4.85,14058.0,EIRE
539696,22961,JAM MAKING SET PRINTED,11,2024-12-20 10:31:17,1.34,16773.0,United Kingdom
543375,22632,HAND WARMER RED POLKA DOT,19,2025-05-10 09:26:43,1.72,12939.0,United Kingdom
C540412,22423,REGENCY CAKESTAND 3 TIER,-15,2024-04-09 12:01:30,12.91,16675.0,United Kingdom
542534,22383,LUNCH BAG SUKI DESIGN,8,2024-09-13 23:34:18,1.56,18086.0,Switzerland
C537550,22383,LUNCH BAG SUKI DESIGN,-20,2024-11-10 22:18:20,1.79,16974.0,Australia
542897,21770,TOADSTOOL LED NIGHT LIGHT,24,2025-07-20 03:51:41,3.85,15246.0,United Kingdom
538749,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2025-03-16 20:20:46,4.61,18044.0,United Kingdom
542308,84029E,RED WOOLLY HOTTIE WHITE HEART,24,2025-06-16 23:23:10,3.45,,EIRE
538410,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-04-17 02:27:27,7.77,15642.0,United Kingdom
537436,20728,LUNCH BAG CARS BLUE,3,2024-08-02 22:57:33,1.73,16620.0,United Kingdom
538915,22383,LUNCH BAG SUKI DESIGN,14,2025-02-21 22:18:11,1.6,13548.0,United Kingdom
538931,21931,JUMBO STORAGE BAG SUKI,15,2024-02-15 15:16:23,2.14,14090.0,United Kingdom
541866,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,16,2024-05-10 05:54:12,4.02,,United Kingdom
538822,22699,ROSES REGENCY TEACUP AND SAUCER,8,2025-05-22 21:40:19,2.96,12481.0,United Kingdom
540029,47566,PARTY BUNTING,17,2024-03-22 21:59:39,5.24,14923.0,United Kingdom
